,0
25140,55577
25141,53863
25142,9068
25143,38132
25144,-85803
25145,-90184
25146,15504
25147,17604
25148,22641
25149,66876
25150,-8357
25151,75577
25152,84544
25153,99401
25154,-7457
25155,-99973
25156,-80742
25157,-226
25158,-80251
25159,-61827
25160,-64500
25161,35456
25162,27080
25163,-92087
25164,23858
25165,50064
25166,-93091
25167,-5464
25168,-85506
25169,-89172
25170,-45984
25171,-76098
25172,-53051
25173,-94657
25174,-9911
25175,-63699
25176,51700
25177,-35323
25178,-47697
25179,-97436
25180,-87824
25181,44637
25182,25905
25183,-11982
25184,-99157
25185,44675
25186,-37345
25187,-3376
25188,35942
25189,-25859
25190,-97255
25191,12791
25192,80051
25193,-67804
25194,80601
25195,76232
25196,46439
25197,71526
25198,87864
25199,-86038
25200,-11593
25201,-81760
25202,-17790
25203,55075
25204,42564
25205,-66883
25206,-67856
25207,-39652
25208,-1917
25209,-32129
25210,-62060
25211,-87963
25212,-47865
25213,29079
25214,38859
25215,16475
25216,-20537
25217,-95178
25218,-59780
25219,81331
25220,-5930
25221,85190
25222,-70971
25223,70653
25224,89128
25225,-52790
25226,87695
25227,-84982
25228,9870
25229,32193
25230,-80661
25231,-97285
25232,-73032
25233,-84328
25234,-38906
25235,83362
25236,70991
25237,-77027
25238,61476
25239,48431
25240,-79005
25241,-74830
25242,10714
25243,98570
25244,-75085
25245,-68811
25246,83204
25247,14180
25248,-56403
25249,-9142
25250,91080
25251,-86064
25252,77002
25253,20160
25254,-56325
25255,41579
25256,-15725
25257,-80769
25258,-44864
25259,-75760
25260,77262
25261,54859
25262,-32817
25263,72296
25264,8784
25265,-74599
25266,68806
25267,79404
25268,9964
25269,63917
25270,-78092
25271,-2648
25272,10442
25273,67225
25274,64050
25275,-24444
25276,-2115
25277,96682
25278,-51034
25279,31409
25280,53718
25281,-54635
25282,-86347
25283,2443
25284,-32880
25285,2182
25286,81290
25287,-12621
25288,-60489
25289,2584
25290,20734
25291,-43978
25292,28146
25293,23549
25294,82302
25295,-72897
25296,-14059
25297,14660
25298,41407
25299,-76262
25300,-81095
25301,2037
25302,-8538
25303,55442
25304,-59441
25305,49855
25306,33996
25307,88387
25308,-71664
25309,-84012
25310,19259
25311,-56784
25312,-75767
25313,87305
25314,-96642
25315,-31233
25316,94853
25317,-61104
25318,-25220
25319,-46440
25320,12038
25321,-34180
25322,-27697
25323,97540
25324,38078
25325,6096
25326,-90405
25327,-87023
25328,-47006
25329,65875
25330,-88972
25331,-90812
25332,-23998
25333,-39634
25334,68478
25335,15493
25336,60568
25337,43089
25338,-82361
25339,-47775
25340,-10992
25341,51316
25342,57320
25343,55992
25344,55461
25345,44167
25346,7446
25347,-60608
25348,18482
25349,8147
25350,36743
25351,-66142
25352,53859
25353,39994
25354,-38721
25355,50745
25356,6803
25357,-59196
25358,79518
25359,-59451
25360,4763
25361,76422
25362,54784
25363,-89523
25364,12424
25365,19094
25366,-13501
25367,-18436
25368,212
25369,57589
25370,20576
25371,-2297
25372,-61927
25373,-62518
25374,91639
25375,-87276
25376,20014
25377,40030
25378,-92898
25379,2798
25380,73261
25381,-27495
25382,63833
25383,52230
25384,-8342
25385,-13707
25386,-32530
25387,-15116
25388,-46349
25389,-45440
25390,41872
25391,59687
25392,-67638
25393,-69688
25394,-79553
25395,27885
25396,-7139
25397,-54403
25398,5423
25399,-79670
25400,27614
25401,37051
25402,-41704
25403,-81034
25404,-39479
25405,-96608
25406,7766
25407,-27525
25408,73953
25409,15632
25410,-99691
25411,91369
25412,68693
25413,-36355
25414,-5213
25415,-18188
25416,-95531
25417,-19511
25418,38952
25419,61701
25420,-37692
25421,-15099
25422,52606
25423,76388
25424,-42234
25425,49031
25426,-99707
25427,-40784
25428,-82568
25429,-69499
25430,97435
25431,52445
25432,67345
25433,-53915
25434,80595
25435,91994
25436,-8214
25437,70384
25438,-8634
25439,-83637
25440,-5421
25441,-98412
25442,90016
25443,16845
25444,87680
25445,-61156
25446,-39642
25447,-91975
25448,70701
25449,-55263
25450,10277
25451,79761
25452,9854
25453,-29242
25454,-91759
25455,-874
25456,38825
25457,28369
25458,58766
25459,51102
25460,-80461
25461,-82997
25462,83564
25463,8889
25464,10707
25465,-21497
25466,-27822
25467,-78596
25468,77885
25469,46348
25470,4294
25471,-72046
25472,-34526
25473,-81579
25474,23534
25475,-43193
25476,22847
25477,-43102
25478,-24228
25479,46457
25480,83531
25481,27451
25482,24639
25483,-62569
25484,-71029
25485,-90226
25486,-14139
25487,-50807
25488,-66832
25489,14638
25490,-64946
25491,9171
25492,29565
25493,-34979
25494,82198
25495,-76746
25496,46642
25497,32759
25498,81656
25499,-64997
25500,-85708
25501,74850
25502,60985
25503,-67220
25504,-17933
25505,18262
25506,-31318
25507,-31519
25508,33851
25509,62899
25510,-66457
25511,72374
25512,-6305
25513,95954
25514,-57790
25515,-49854
25516,96667
25517,-85275
25518,33693
25519,-89978
25520,-27583
25521,95358
25522,-35645
25523,-57897
25524,-28716
25525,-69076
25526,-65790
25527,98392
25528,76560
25529,-56298
25530,-1375
25531,-6735
25532,-73786
25533,-46932
25534,41308
25535,8490
25536,47644
25537,-73331
25538,2118
25539,17156
25540,13487
25541,63288
25542,54005
25543,-40441
25544,71925
25545,57519
25546,-32368
25547,40391
25548,34449
25549,-80460
25550,-43847
25551,-89213
25552,13673
25553,47418
25554,65308
25555,89465
25556,26048
25557,26782
25558,-36778
25559,-20483
25560,87929
25561,-69590
25562,11914
25563,-91232
25564,-56479
25565,-44693
25566,82100
25567,-8328
25568,-41618
25569,-50113
25570,44714
25571,54637
25572,-97730
25573,46730
25574,-73151
25575,41243
25576,-29789
25577,36490
25578,42782
25579,64666
25580,68347
25581,-2356
25582,34474
25583,9778
25584,-19662
25585,-94868
25586,60143
25587,58597
25588,-3602
25589,91665
25590,-44259
25591,-30799
25592,60524
25593,69792
25594,35280
25595,-17193
25596,-84833
25597,62943
25598,-98970
25599,-39479
25600,-7349
25601,-95247
25602,-24142
25603,-75745
25604,14782
25605,-21877
25606,81496
25607,-79423
25608,-98445
25609,-25540
25610,7933
25611,-75606
25612,-23079
25613,27005
25614,-99296
25615,-16419
25616,-29016
25617,88768
25618,-79065
25619,62787
25620,-21738
25621,21212
25622,-6929
25623,86784
25624,58520
25625,27082
25626,74540
25627,29771
25628,-28692
25629,-25495
25630,8412
25631,-4671
25632,19466
25633,40093
25634,75718
25635,-28184
25636,84703
25637,-82999
25638,39331
25639,-27191
25640,11012
25641,28501
25642,11675
25643,-61280
25644,-17552
25645,929
25646,-92811
25647,-90174
25648,12887
25649,45971
25650,98752
25651,80269
25652,-64268
25653,-54480
25654,-74135
25655,-52940
25656,38381
25657,-692
25658,26578
25659,72260
25660,6770
25661,-82838
25662,75698
25663,74363
25664,95229
25665,48953
25666,-41020
25667,-26416
25668,-49909
25669,65009
25670,-69562
25671,35185
25672,47044
25673,-48720
25674,-9865
25675,-47464
25676,-88052
25677,-28561
25678,-30581
25679,18782
25680,-66802
25681,-40665
25682,16489
25683,-64580
25684,79928
25685,25125
25686,-2091
25687,18650
25688,5834
25689,59911
25690,77737
25691,-11346
25692,-71280
25693,-57379
25694,90148
25695,96462
25696,14307
25697,34404
25698,98223
25699,-95443
25700,58702
25701,-66817
25702,92148
25703,88216
25704,62374
25705,29181
25706,72960
25707,10254
25708,38087
25709,99299
25710,-60667
25711,72327
25712,80910
25713,-42526
25714,-19538
25715,68519
25716,31510
25717,32251
25718,6971
25719,-37973
25720,16490
25721,64777
25722,-36639
25723,84999
25724,66050
25725,98751
25726,55766
25727,-29552
25728,-32909
25729,-27480
25730,-44429
25731,36296
25732,-80944
25733,40045
25734,19094
25735,17877
25736,-2875
25737,-60502
25738,-58034
25739,-75893
25740,-30675
25741,-98364
25742,60685
25743,-46293
25744,-3410
25745,-17643
25746,22041
25747,39664
25748,-54522
25749,45914
25750,96195
25751,85192
25752,-20233
25753,-589
25754,-57918
25755,23100
25756,13943
25757,-176
25758,-19101
25759,96092
25760,-38586
25761,-71449
25762,-50261
25763,-50545
25764,-91226
25765,92979
25766,60686
25767,4631
25768,-44064
25769,-29055
25770,-54531
25771,-52035
25772,-94550
25773,-94764
25774,-91448
25775,-15406
25776,-78050
25777,48289
25778,-99586
25779,99129
25780,-10189
25781,-8861
25782,97543
25783,26758
25784,-11672
25785,90224
25786,-28935
25787,58147
25788,90479
25789,68587
25790,52074
25791,49498
25792,-7296
25793,75090
25794,98208
25795,57133
25796,-99564
25797,-82061
25798,47500
25799,28646
25800,-87722
25801,-32804
25802,94623
25803,-40286
25804,-87535
25805,40217
25806,-23570
25807,900
25808,-37675
25809,-39359
25810,-59435
25811,-33624
25812,-98893
25813,-19337
25814,-69339
25815,-27317
25816,29547
25817,71561
25818,-96468
25819,37958
25820,28351
25821,-85695
25822,-9204
25823,90132
25824,-3084
25825,-34704
25826,37365
25827,-26695
25828,52850
25829,-31508
25830,-90696
25831,-6934
25832,-80891
25833,-32850
25834,-30473
25835,-51898
25836,-85774
25837,17221
25838,26071
25839,-60410
25840,-71144
25841,-86571
25842,34302
25843,31215
25844,94779
25845,23588
25846,11453
25847,40385
25848,-4776
25849,19584
25850,56325
25851,51262
25852,63850
25853,91448
25854,96194
25855,10664
25856,-9931
25857,51682
25858,97209
25859,-44471
25860,86056
25861,-68326
25862,99537
25863,63101
25864,-58781
25865,33510
25866,59911
25867,20277
25868,-24446
25869,70695
25870,-48414
25871,-87217
25872,-1237
25873,-6818
25874,-69215
25875,36816
25876,-86873
25877,-85189
25878,-5830
25879,98668
25880,-85926
25881,-73263
25882,40524
25883,93149
25884,77919
25885,21484
25886,91089
25887,91865
25888,42369
25889,-49305
25890,-48431
25891,41553
25892,-84156
25893,75758
25894,-39573
25895,65007
25896,-71433
25897,-88383
25898,-54912
25899,44397
25900,59986
25901,-53409
25902,26224
25903,54114
25904,49866
25905,-26452
25906,56544
25907,80149
25908,98669
25909,6841
25910,62886
25911,50976
25912,-87255
25913,-31987
25914,69562
25915,52922
25916,-86412
25917,-3690
25918,-86025
25919,-64489
25920,47338
25921,42923
25922,85896
25923,88117
25924,68784
25925,72910
25926,56342
25927,-47399
25928,4703
25929,22858
25930,-9484
25931,-16823
25932,3823
25933,-98622
25934,-91274
25935,-26678
25936,8278
25937,-32021
25938,52741
25939,-44396
25940,26391
25941,-57927
25942,-63125
25943,-98063
25944,34036
25945,59899
25946,-96198
25947,-38617
25948,79844
25949,34452
25950,-69279
25951,11352
25952,-40023
25953,4054
25954,16508
25955,-53436
25956,24115
25957,40283
25958,20843
25959,-94326
25960,20453
25961,51325
25962,583
25963,6208
25964,-17411
25965,-60399
25966,42612
25967,-5688
25968,52540
25969,-93884
25970,-81013
25971,-61042
25972,-21443
25973,50261
25974,30656
25975,6009
25976,-40318
25977,59117
25978,20230
25979,17770
25980,4361
25981,20388
25982,-41516
25983,74451
25984,-3849
25985,-45333
25986,55415
25987,33647
25988,-12435
25989,-51092
25990,23245
25991,80892
25992,-59928
25993,35291
25994,-75578
25995,-69302
25996,29701
25997,-51172
25998,-32621
25999,91810
26000,31489
26001,-39316
26002,-39083
26003,9842
26004,96673
26005,79871
26006,90599
26007,36199
26008,-16847
26009,-86659
26010,75200
26011,-18530
26012,-52340
26013,-38215
26014,-75438
26015,-31409
26016,42606
26017,-47345
26018,88580
26019,-45894
26020,84769
26021,-12110
26022,28705
26023,83284
26024,-26524
26025,-9567
26026,-28698
26027,-52452
26028,-97442
26029,-30052
26030,26719
26031,-21753
26032,-32359
26033,-68900
26034,-14328
26035,-58088
26036,79243
26037,-29376
26038,-54257
26039,81793
26040,75939
26041,-49961
26042,-6951
26043,33423
26044,73039
26045,32154
26046,-9670
26047,-20304
26048,82001
26049,40628
26050,-78090
26051,-40806
26052,12704
26053,68854
26054,72475
26055,-51034
26056,-41083
26057,60186
26058,-44522
26059,-20089
26060,-45614
26061,-33067
26062,62864
26063,-38166
26064,57586
26065,29718
26066,-65023
26067,19541
26068,79823
26069,39241
26070,62955
26071,-81030
26072,46217
26073,-11938
26074,-70818
26075,-57847
26076,99745
26077,35619
26078,49817
26079,5164
26080,-11108
26081,53432
26082,35049
26083,-86301
26084,-43981
26085,-26220
26086,-27621
26087,91167
26088,71467
26089,-64481
26090,86440
26091,8086
26092,78790
26093,34087
26094,54939
26095,-28906
26096,54839
26097,7370
26098,23013
26099,-65884
26100,-62541
26101,17177
26102,9303
26103,16243
26104,-59356
26105,-85998
26106,-84238
26107,14792
26108,-86169
26109,51839
26110,-48401
26111,-36487
26112,98868
26113,-15942
26114,-6524
26115,64595
26116,-71489
26117,12079
26118,-15730
26119,10270
26120,-5997
26121,-62001
26122,-39963
26123,-55403
26124,-85987
26125,-33125
26126,-5403
26127,6886
26128,66523
26129,91034
26130,-90146
26131,-32180
26132,47020
26133,56004
26134,26805
26135,51016
26136,-15694
26137,99697
26138,-6534
26139,39687
26140,10724
26141,-95669
26142,24306
26143,48651
26144,95619
26145,39721
26146,-72637
26147,-81882
26148,-84284
26149,-62437
26150,-57345
26151,-51299
26152,-26099
26153,46029
26154,40566
26155,45057
26156,85123
26157,10864
26158,64336
26159,-49965
26160,-67118
26161,60783
26162,-50730
26163,-17116
26164,87367
26165,93578
26166,-20752
26167,-14670
26168,97499
26169,-32751
26170,-36122
26171,-45977
26172,-13982
26173,5904
26174,20623
26175,-10888
26176,-62462
26177,-45106
26178,43433
26179,53041
26180,-80953
26181,-7514
26182,-7463
26183,39476
26184,-92842
26185,-82573
26186,-52832
26187,-70431
26188,-43206
26189,13075
26190,63159
26191,69082
26192,13278
26193,89218
26194,-5722
26195,26897
26196,30659
26197,31794
26198,51925
26199,-12620
26200,-99419
26201,-17165
26202,82918
26203,53289
26204,-15825
26205,70631
26206,-14274
26207,-20690
26208,34782
26209,18894
26210,-21093
26211,22470
26212,96666
26213,75018
26214,-89256
26215,-25966
26216,7041
26217,96936
26218,-69552
26219,-766
26220,-59720
26221,36159
26222,-53985
26223,-20089
26224,93608
26225,-29581
26226,-12364
26227,23950
26228,27233
26229,-51974
26230,13024
26231,-94647
26232,-55329
26233,-87948
26234,22206
26235,66657
26236,65002
26237,6989
26238,-48889
26239,-8490
26240,-78341
26241,50130
26242,-61931
26243,73174
26244,75797
26245,-50330
26246,63126
26247,-79780
26248,94623
26249,-41899
26250,7015
26251,-82145
26252,48264
26253,4645
26254,61780
26255,16696
26256,-34665
26257,69731
26258,75869
26259,55050
26260,97190
26261,-15443
26262,93568
26263,-56215
26264,-46322
26265,84191
26266,-59242
26267,-48782
26268,99337
26269,-33468
26270,9132
26271,31697
26272,58067
26273,-91797
26274,96176
26275,-81180
26276,39593
26277,-43653
26278,72490
26279,-86713
26280,10768
26281,-12303
26282,-27369
26283,32950
26284,-99220
26285,-91034
26286,-54321
26287,-86951
26288,75446
26289,36544
26290,-68705
26291,639
26292,-12852
26293,-19220
26294,85137
26295,-40284
26296,-80334
26297,-18015
26298,-57709
26299,41023
26300,-5908
26301,-54591
26302,61787
26303,-54229
26304,7929
26305,-44139
26306,47986
26307,49725
26308,-82028
26309,63122
26310,-63438
26311,25526
26312,45207
26313,67882
26314,71548
26315,96117
26316,76983
26317,-66878
26318,16654
26319,-55212
26320,80216
26321,90639
26322,-91225
26323,-49426
26324,10284
26325,-43063
26326,32822
26327,-16673
26328,-70523
26329,12858
26330,22207
26331,645
26332,60063
26333,-15005
26334,-18914
26335,55397
26336,-24840
26337,82363
26338,31869
26339,-58769
26340,22428
26341,-11248
26342,10300
26343,-48953
26344,69672
26345,-38917
26346,-8318
26347,44752
26348,-24558
26349,-83489
26350,15988
26351,-47222
26352,77903
26353,81839
26354,57464
26355,1276
26356,15357
26357,-48396
26358,48214
26359,-15949
26360,10106
26361,-92341
26362,5831
26363,49166
26364,93913
26365,-29292
26366,13177
26367,-44065
26368,-37421
26369,-17846
26370,-2336
26371,-75191
26372,-1220
26373,-41365
26374,-38810
26375,43644
26376,92785
26377,-46439
26378,-63841
26379,53635
26380,71428
26381,20182
26382,20498
26383,-23783
26384,-5270
26385,73441
26386,1237
26387,-68174
26388,-17809
26389,-3383
26390,82822
26391,82723
26392,71703
26393,75616
26394,-10460
26395,-59395
26396,-65904
26397,57972
26398,-88138
26399,-51641
26400,-9964
26401,-18221
26402,-78887
26403,-57701
26404,-82705
26405,93545
26406,68379
26407,46558
26408,-98424
26409,-92318
26410,17165
26411,1939
26412,14790
26413,-48049
26414,-7076
26415,-62338
26416,-95019
26417,3907
26418,-80667
26419,56031
26420,19649
26421,1504
26422,-89332
26423,-13228
26424,73550
26425,-64242
26426,51055
26427,-47093
26428,39148
26429,90191
26430,56449
26431,78618
26432,-37133
26433,-49
26434,73261
26435,-74160
26436,-94394
26437,27380
26438,-49696
26439,51544
26440,68444
26441,81834
26442,-25338
26443,-50622
26444,42339
26445,97253
26446,-28180
26447,50916
26448,-78046
26449,90284
26450,-5122
26451,-76552
26452,96752
26453,18013
26454,82581
26455,-70580
26456,-51111
26457,12932
26458,-31417
26459,-10162
26460,94074
26461,25097
26462,-35165
26463,-24490
26464,12398
26465,-38707
26466,5206
26467,-75834
26468,78049
26469,2421
26470,31894
26471,95140
26472,96601
26473,-99504
26474,-39232
26475,5807
26476,-75034
26477,-97168
26478,22107
26479,48319
26480,-62260
26481,86086
26482,-6217
26483,75332
26484,-5380
26485,-68492
26486,-60631
26487,-52385
26488,27833
26489,21247
26490,54651
26491,93310
26492,-71758
26493,96337
26494,-5019
26495,8201
26496,22328
26497,34147
26498,-35360
26499,18227
26500,4369
26501,-53723
26502,83032
26503,-86031
26504,-71902
26505,4660
26506,98181
26507,-19299
26508,-19353
26509,-69530
26510,-70768
26511,14523
26512,12891
26513,-445
26514,34547
26515,7642
26516,-49642
26517,92858
26518,64850
26519,-83399
26520,-64444
26521,-29662
26522,-4106
26523,-35388
26524,2671
26525,-9418
26526,45318
26527,44194
26528,69422
26529,-35708
26530,61946
26531,66406
26532,68449
26533,-40842
26534,-19569
26535,33715
26536,-79250
26537,-39259
26538,-90392
26539,76319
26540,86853
26541,-47291
26542,20427
26543,-28855
26544,76457
26545,3921
26546,-42669
26547,-23461
26548,17284
26549,-38760
26550,47310
26551,82076
26552,12594
26553,73030
26554,-4787
26555,71929
26556,-28045
26557,85830
26558,64073
26559,1670
26560,91758
26561,-14543
26562,60541
26563,27903
26564,85562
26565,-52510
26566,-37204
26567,98107
26568,37225
26569,30806
26570,-89003
26571,46890
26572,51487
26573,-99922
26574,35078
26575,-37390
26576,50371
26577,-24977
26578,87901
26579,-23231
26580,-8405
26581,38685
26582,-97592
26583,64812
26584,-39944
26585,48567
26586,36723
26587,-31321
26588,16608
26589,-24941
26590,87872
26591,52583
26592,-70741
26593,-38587
26594,-50905
26595,-71270
26596,-20412
26597,-55499
26598,-74103
26599,81701
26600,96928
26601,-46290
26602,91645
26603,-63670
26604,-14912
26605,30914
26606,70131
26607,-36120
26608,-20940
26609,7380
26610,93846
26611,-23050
26612,53417
26613,-95315
26614,-25892
26615,92574
26616,46357
26617,-20672
26618,62058
26619,-27467
26620,40889
26621,-15974
26622,3104
26623,11845
26624,82954
26625,23026
26626,-80651
26627,64146
26628,73332
26629,-41134
26630,5624
26631,-86613
26632,-6002
26633,-33126
26634,-63646
26635,77645
26636,31435
26637,-67729
26638,-70364
26639,36301
26640,76540
26641,52765
26642,-80886
26643,-41238
26644,13037
26645,-88911
26646,-95314
26647,2773
26648,48046
26649,39049
26650,-26004
26651,-80273
26652,-95708
26653,13320
26654,44803
26655,-18214
26656,40109
26657,-46110
26658,46663
26659,71798
26660,-9555
26661,87360
26662,26023
26663,-36814
26664,17265
26665,84323
26666,-53767
26667,26804
26668,-40492
26669,-86360
26670,75573
26671,-82435
26672,-96237
26673,-47247
26674,42531
26675,-4173
26676,90370
26677,77943
26678,-52658
26679,70112
26680,11713
26681,84494
26682,34170
26683,42751
26684,-91554
26685,-56270
26686,-92052
26687,92847
26688,-83238
26689,59097
26690,58099
26691,47065
26692,-36431
26693,78954
26694,16794
26695,-47244
26696,2222
26697,-34337
26698,42476
26699,7993
26700,66453
26701,97898
26702,-8100
26703,-15468
26704,-55401
26705,79040
26706,47787
26707,77059
26708,-93611
26709,-81028
26710,-68999
26711,11506
26712,-32149
26713,28341
26714,18611
26715,29887
26716,56849
26717,20569
26718,-89885
26719,74311
26720,14243
26721,25689
26722,-88454
26723,48417
26724,29199
26725,-61186
26726,-51367
26727,-78525
26728,-74172
26729,-4740
26730,-78370
26731,-68827
26732,-18756
26733,-1361
26734,19897
26735,-99853
26736,13473
26737,52253
26738,-25993
26739,-83625
26740,-55358
26741,95576
26742,-21857
26743,99550
26744,-53857
26745,90673
26746,-14957
26747,-57388
26748,92093
26749,63001
26750,36355
26751,-3678
26752,20796
26753,-55022
26754,-41588
26755,7857
26756,68676
26757,15253
26758,76122
26759,-86367
26760,-6317
26761,16340
26762,96412
26763,-31521
26764,31551
26765,4104
26766,88793
26767,89723
26768,30565
26769,-8090
26770,-44331
26771,-29286
26772,-82566
26773,59115
26774,-16698
26775,86252
26776,41812
26777,83861
26778,59498
26779,-98779
26780,91937
26781,69238
26782,-72040
26783,-13178
26784,77787
26785,-31990
26786,-16792
26787,-48587
26788,64541
26789,-656
26790,9597
26791,-5863
26792,-98239
26793,26728
26794,-96622
26795,-33095
26796,-36531
26797,-42289
26798,-8928
26799,8830
26800,-7201
26801,-52833
26802,61239
26803,-28721
26804,68513
26805,-67247
26806,-73265
26807,-6203
26808,51143
26809,99622
26810,-27074
26811,67924
26812,34093
26813,-22134
26814,-17489
26815,-57897
26816,9304
26817,-12284
26818,-79826
26819,55751
26820,-56030
26821,-6534
26822,93076
26823,39925
26824,86137
26825,-8032
26826,2742
26827,-18522
26828,-73602
26829,29929
26830,28093
26831,-29120
26832,-54350
26833,93783
26834,-4453
26835,-6724
26836,25188
26837,2305
26838,-95223
26839,21273
26840,96512
26841,-90638
26842,13862
26843,-16821
26844,28833
26845,-89379
26846,-59201
26847,-67553
26848,66918
26849,-12528
26850,61808
26851,75769
26852,-33811
26853,-28809
26854,75817
26855,68083
26856,-9744
26857,-32029
26858,-94175
26859,-21813
26860,45265
26861,7640
26862,-77388
26863,-72617
26864,68455
26865,-41937
26866,-1537
26867,-78772
26868,-44786
26869,60681
26870,-95759
26871,43256
26872,27489
26873,23486
26874,16793
26875,-26828
26876,-99168
26877,66114
26878,84120
26879,71171
26880,93606
26881,34120
26882,6481
26883,83611
26884,-57823
26885,11311
26886,-89614
26887,-35255
26888,6040
26889,-5039
26890,36802
26891,36636
26892,91061
26893,-38698
26894,-63976
26895,-58791
26896,-48761
26897,69731
26898,-14649
26899,-46714
26900,-86956
26901,45689
26902,82533
26903,-24212
26904,-68798
26905,-44316
26906,-37620
26907,43722
26908,-18068
26909,42363
26910,-47985
26911,61267
26912,6397
26913,-2472
26914,655
26915,-20640
26916,36529
26917,-10879
26918,-40808
26919,40247
26920,75014
26921,-99080
26922,5196
26923,-99859
26924,69563
26925,54166
26926,90572
26927,-36300
26928,-89166
26929,14348
26930,76816
26931,41957
26932,85273
26933,53819
26934,36649
26935,-77608
26936,21626
26937,56284
26938,-55356
26939,52101
26940,62839
26941,-65363
26942,32658
26943,-74862
26944,-15472
26945,-54588
26946,77823
26947,-19764
26948,73244
26949,-64671
26950,78270
26951,-44800
26952,26906
26953,31029
26954,-98463
26955,-71739
26956,-60795
26957,-7041
26958,-94989
26959,-5963
26960,23496
26961,78348
26962,11693
26963,-48470
26964,-80747
26965,-10544
26966,-49340
26967,11526
26968,-84797
26969,-14857
26970,-21068
26971,-387
26972,75432
26973,91938
26974,75413
26975,-38573
26976,-41106
26977,74575
26978,142
26979,98783
26980,35126
26981,-19921
26982,96292
26983,-70709
26984,52137
26985,-99776
26986,-12754
26987,41721
26988,-89601
26989,-13076
26990,94652
26991,66436
26992,8662
26993,-97202
26994,70693
26995,14451
26996,-29851
26997,-98105
26998,34855
26999,-4916
27000,-79732
27001,-89987
27002,57021
27003,93620
27004,-21755
27005,-37887
27006,48658
27007,42436
27008,-50493
27009,-61592
27010,-86062
27011,-67689
27012,74456
27013,-73053
27014,44398
27015,35640
27016,90506
27017,25958
27018,35594
27019,-38100
27020,-90863
27021,-31662
27022,884
27023,32271
27024,62426
27025,-98959
27026,-98119
27027,-58104
27028,22763
27029,8708
27030,57326
27031,46464
27032,69515
27033,-98453
27034,24505
27035,59122
27036,-73190
27037,96315
27038,-28817
27039,58494
27040,17943
27041,-39159
27042,60890
27043,-95859
27044,-74396
27045,-21324
27046,59192
27047,92954
27048,11451
27049,88791
27050,79539
27051,-26117
27052,17974
27053,6901
27054,52947
27055,61394
27056,-12462
27057,-67256
27058,84682
27059,76452
27060,-74904
27061,-32301
27062,77183
27063,38047
27064,-70596
27065,8116
27066,54686
27067,-24326
27068,50802
27069,64518
27070,-59591
27071,-66264
27072,15835
27073,55214
27074,-72314
27075,16330
27076,79841
27077,-71351
27078,-12661
27079,-31471
27080,76778
27081,-83054
27082,49639
27083,38127
27084,-76999
27085,56883
27086,27762
27087,-24211
27088,90536
27089,-1780
27090,96326
27091,-25207
27092,93588
27093,-96346
27094,78033
27095,-76780
27096,20686
27097,-56477
27098,94508
27099,68130
27100,3136
27101,4526
27102,-56316
27103,-61483
27104,94644
27105,-95252
27106,-40402
27107,-31948
27108,21505
27109,35288
27110,27704
27111,81233
27112,-39731
27113,-77873
27114,14232
27115,80535
27116,-35393
27117,56223
27118,32040
27119,-38748
27120,1007
27121,78047
27122,-72281
27123,6551
27124,-92803
27125,-36177
27126,-48712
27127,40886
27128,40231
27129,77294
27130,-21694
27131,-31036
27132,-12224
27133,29562
27134,84532
27135,29377
27136,-69112
27137,-62987
27138,-64740
27139,37753
27140,-22542
27141,651
27142,58801
27143,48645
27144,31803
27145,-15083
27146,-36046
27147,26951
27148,79548
27149,64018
27150,78074
27151,88813
27152,37313
27153,86386
27154,36748
27155,-90808
27156,50776
27157,-5851
27158,-35334
27159,-98930
27160,-90858
27161,83957
27162,26677
27163,-25928
27164,52709
27165,-63060
27166,-88704
27167,-43070
27168,-7599
27169,-98874
27170,17595
27171,-98553
27172,-81135
27173,-27147
27174,41273
27175,41571
27176,61402
27177,62189
27178,-7950
27179,74752
27180,17111
27181,-76763
27182,59238
27183,67078
27184,-94845
27185,-95877
27186,-11225
27187,83396
27188,82500
27189,-21270
27190,-46846
27191,-11364
27192,-13563
27193,15474
27194,68247
27195,77826
27196,-11370
27197,27165
27198,95841
27199,74696
27200,-24296
27201,-3202
27202,-84619
27203,41016
27204,69109
27205,35561
27206,89995
27207,-58794
27208,48595
27209,-66654
27210,-30053
27211,44895
27212,32446
27213,-55060
27214,79152
27215,-92981
27216,56335
27217,79711
27218,-63073
27219,67010
27220,25698
27221,41311
27222,86309
27223,-65131
27224,-83586
27225,4702
27226,83779
27227,52984
27228,-47230
27229,6738
27230,-97501
27231,-39992
27232,-58544
27233,41303
27234,-31486
27235,52575
27236,87440
27237,50731
27238,-97162
27239,63230
27240,-20419
27241,-29225
27242,-71276
27243,-13643
27244,14320
27245,34783
27246,-47502
27247,-56565
27248,-45448
27249,-86004
27250,42083
27251,-98823
27252,-75141
27253,77842
27254,-64366
27255,82219
27256,-37996
27257,94044
27258,-20382
27259,-97642
27260,-970
27261,-14708
27262,81825
27263,88849
27264,-22895
27265,83825
27266,8039
27267,-71382
27268,-93779
27269,88841
27270,-82273
27271,55371
27272,74565
27273,78900
27274,-99001
27275,68266
27276,-72617
27277,2600
27278,-71704
27279,80483
27280,10676
27281,-12536
27282,-83153
27283,23543
27284,-45813
27285,-29981
27286,34920
27287,-3397
27288,-80457
27289,-29288
27290,-53268
27291,-49467
27292,-59815
27293,64585
27294,39568
27295,15128
27296,-20823
27297,-58461
